0,0,0,0
0.0001,0,0,0
0.0002,0,0,0
0.0003,0,0,0
0.0004,0,0,0
0.0005,0,0,0
0.0006,0,0,0
0.0007,0,0,0
0.0008,0,0,0
0.0009,0,0,0
0.001,0,0,0
0.0011,0,0,0
0.0012,0,0,0
0.0013,0,0,0
0.0014,0,0,0
0.0015,0,0,0
0.0016,0,0,0
0.0017,0,0,0
0.0018,0,0,0
0.0019,0,0,0
0.002,0,0,0
0.0021,0,0,0
0.0022,0,0,0
0.0023,0,0,0
0.0024,0,0,0
0.0025,0,0,0
0.0026,0,0,0
0.0027,0,0,0
0.0028,0,0,0
0.0029,0,0,0
0.003,0,0,0
0.0031,0,0,0
0.0032,0,0,0
0.0033,0,0,0
0.0034,0,0,0
0.0035,0,0,0
0.0036,0,0,0
0.0037,0,0,0
0.0038,0,0,0
0.0039,0,0,0
0.004,0,0,0
0.0041,0,0,0
0.0042,0,0,0
0.0043,0,0,0
0.0044,0,0,0
0.0045,0,0,0
0.0046,0,0,0
0.0047,0,0,0
0.0048,0,0,0
0.0049,0,0,0
0.005,0,0,0
0.0051,0,0,0
0.0052,0,0,0
0.0053,0,0,0
0.0054,0,0,0
0.0055,0,0,0
0.0056,0,0,0
0.0057,0,0,0
0.0058,0,0,0
0.0059,0,0,0
0.006,0,0,0
0.0061,0,0,0
0.0062,0,0,0
0.0063,0,0,0
0.0064,0,0,0
0.0065,0,0,0
0.0066,0,0,0
0.0067,0,0,0
0.0068,0,0,0
0.0069,0,0,0
0.007,0,0,0
0.0071,0,0,0
0.0072,0,0,0
0.0073,0,0,0
0.0074,0,0,0
0.0075,0,0,0
0.0076,0,0,0
0.0077,0,0,0
0.0078,0,0,0
0.0079,0,0,0
0.008,0,0,0
0.0081,0,0,0
0.0082,0,0,0
0.0083,0,0,0
0.0084,0,0,0
0.0085,0,0,0
0.0086,0,0,0
0.0087,0,0,0
0.0088,0,0,0
0.0089,0,0,0
0.009,0,0,0
0.0091,0,0,0
0.0092,0,0,0
0.0093,0,0,0
0.0094,0,0,0
0.0095,0,0,0
0.0096,0,0,0
0.0097,0,0,0
0.0098,0,0,0
0.0099,0,0,0
0.01,0,0,12
0.0101,0.0106290724683602,0.0502662691112255,12
0.0102,0.0186271110492736,0.194469631352965,12
0.0103,0.024551154038432,0.408912056244663,12
0.0104,0.0288436790427824,0.674928781281026,12
0.0105,0.0318560222731341,0.977852500079567,12
0.0106,0.0338670163927682,1.30618932719315,12
0.0107,0.0350978228704522,1.6509633005567,12
0.0108,0.0357237355952953,2.00519500818113,12
0.0109,0.0358835739742693,2.36348695003632,12
0.011,0.0356871575535448,2.72169383672183,12
0.0111,0.0352212537780934,3.07666047611881,12
0.0112,0.0345543105741875,3.42601344063688,12
0.0113,0.0337402218231359,3.76799552627202,12
0.0114,0.0328213231622849,4.10133425800267,12
0.0115,0.031830775250997,4.42513748148607,12
0.0116,0.0307944595658547,4.73881050202819,12
0.0117,0.0297324862620558,5.04199036276713,12
0.0118,0.0286603933208096,5.33449375412903,12
0.0119,0.027590100032139,5.61627576300431,12
0.012,0.0265306649924962,5.88739724024913,12
0.0121,0.0254888885534079,6.14799901888929,12
0.0122,0.0244697915048491,6.39828157654571,12
0.0123,0.0234769952885054,6.63848902301785,12
0.0124,0.0225130238718988,6.86889652270289,12
0.0125,0.0215795433042307,7.08980044356879,12
0.0126,0.0206775517035972,7.30151066927222,12
0.0127,0.0198075298217357,7.50434462630327,12
0.0128,0.0189695602603899,7.69862266978576,12
0.0129,0.0181634217642627,7.88466454457206,12
0.013,0.017388663703048,8.0627866963673,12
0.0131,0.0166446648104695,8.23330025384606,12
0.0132,0.0159306794169398,8.39650953950621,12
0.0133,0.015245873750845,8.55271099626917,12
0.0134,0.014589354356938,8.70219244011731,12
0.0135,0.013960190261295,8.84523256757955,12
0.0136,0.0133574301788336,8.9821006616075,12
0.0137,0.0127801157940234,9.11305645110026,12
0.0138,0.0122272919342562,9.23835008865234,12
0.0139,0.0116980142873074,9.35822221850608,12
0.014,0.0111913551806183,9.47290411257722,12
0.0141,0.0107064078337447,9.5826178571011,12
0.0142,0.0102422894106797,9.68757657616331,12
0.0143,0.00979814313142075,9.78798468133015,12
0.0144,0.00937313964859046,9.88403813893671,12
0.0145,0.00896647785231415,9.97592474844893,12
0.0146,0.00857738523267533,10.0638244267887,12
0.0147,0.0082051179021274,10.1479094946788,12
0.0148,0.00784896035882006,10.2283449619864,12
0.0149,0.00750822505477362,10.3052888097751,12
0.015,0.0071822518193057,10.3788922673512,12
0.0151,0.00687040717736804,10.4493000830413,12
0.0152,0.00657208359391787,10.5166507877989,12
0.0153,0.00628669866867548,10.5810769510126,12
0.0154,0.00601369430024771,10.6427054281118,12
0.0155,0.0057525358343386,10.7016575997295,12
0.0156,0.00550271120739632,10.7580496023204,12
0.0157,0.00526373009437692,10.8119925502263,12
0.0158,0.00503512306719757,10.8635927492636,12
0.0159,0.00481644076878823,10.912951901961,12
0.016,0.00460725310634105,10.9601673046229,12
0.0161,0.00440714846632731,11.0053320364204,12
0.0162,0.00421573295304565,11.0485351407377,12
0.0163,0.00403262965183568,11.0898617990142,12
0.0164,0.00385747791760177,11.1293934973319,12
0.0165,0.00368993268891341,11.1672081860041,12
0.0166,0.00352966382765855,11.2033804324186,12
0.0167,0.00337635548400498,11.2379815673932,12
0.0168,0.00322970548625936,11.271079825292,12
0.0169,0.00308942475509045,11.3027404781513,12
0.017,0.0029552367414944,11.3330259640546,12
0.0171,0.00282687688781831,11.3619960099918,12
0.0172,0.00270409211111663,11.3897077494295,12
0.0173,0.00258664030809036,11.4162158348133,12
0.0174,0.00247428988084669,11.4415725452127,12
0.0175,0.00236681928271407,11.4658278893156,12
0.0176,0.00226401658335238,11.4890297039674,12
0.0177,0.00216567905240847,11.5112237484464,12
0.0178,0.00207161276098175,11.5324537946555,12
0.0179,0.00198163220018219,11.5527617134062,12
0.018,0.00189555991608275,11.5721875569632,12
0.0181,0.00181322616038961,11.5907696380092,12
0.0182,0.00173446855617563,11.6085446051849,12
0.0183,0.00165913177804535,11.6255475153513,12
0.0184,0.00158706724612228,11.6418119027177,12
0.0185,0.00151813283327259,11.6573698449679,12
0.0186,0.0014521925850014,11.6722520265173,12
0.0187,0.00138911645148037,11.6864877990236,12
0.0188,0.00132878003118672,11.7001052392705,12
0.0189,0.00127106432565508,11.7131312045378,12
0.019,0.00121585550486405,11.7255913855682,12
0.0191,0.00116304468279912,11.7375103572334,12
0.0192,0.00111252770275283,11.7489116269998,12
0.0193,0.00106420493194157,11.7598176812901,12
0.0194,0.00101798106503602,11.7702500298315,12
0.0195,0.000973764936219736,11.7802292480769,12
0.0196,0.00093146933940639,11.7897750177854,12
0.0197,0.000891010856262397,11.7989061658384,12
0.0198,0.000852309691696507,11.8076407013715,12
0.0199,0.000815289516492666,11.8159958512928,12
0.02,0.000779877316776344,11.8239880942588,12
0.0201,0.000746003250017862,11.8316331931742,12
0.0202,0.000713600507289095,11.8389462262811,12
0.0203,0.000682605181502165,11.8459416168965,12
0.0204,0.000652956141370472,11.8526331618597,12
0.0205,0.000624594910843669,11.8590340587428,12
0.0206,0.000597465553778934,11.86515693188,12
